,Standing screen display size,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Wireless Type,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Average Battery Life (in hours),Price,Brand,Series,Item model number,Operating System,Item Weight,Product Dimensions,Item Dimensions  LxWxH,Color,Processor Brand,Processor Count,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Power Source,Batteries,Screen Resolution,Hardware Platform,Hard Drive Rotational Speed,Graphics Card Ram Size,Rear Webcam Resolution,Voltage,Package Dimensions,National Stock Number,Manufacturer,ASIN,Date First Available
1100,15.6 Inches,1920x1080 Pixels,2.6 GHz amd_r_series,8 GB DDR4,3.5 GHz,512 GB SSD,AMD Radeon Vega 3,AMD,,802.11ac,2,,7 Hours,589.0,Acer,Acer Aspire 5,Acer Aspire 5,Windows 10 S,4.19 pounds,14.3 x 9.7 x 0.71 inches,14.3 x 9.7 x 0.71 inches,Pure Silver,AMD,2,DDR4 SDRAM,256 GB,Solid State,,AC & Battery,,1920x1080,PC,,,,,,,,,
1101,15.6 Inches,1920 x 1080,2.6 GHz Core_i5_2540M,8 GB DDR,2.6 GHz,512 GB emmc,Intel Core i5,,,Bluetooth,,,5 Hours,438.66,Smart-US,C156,,Windows 10,3.52 pounds,,,,Intel,4,SDRAM,,ATA,,Battery Powered,,,PC,,,,,16.61 x 11.34 x 3.43 inches,,,,
1102,14 Inches,1366 x 768,1.1 GHz celeron,4 GB LPDDR4,2400 MHz,32 GB eMMC,Intel HD Graphics 500,Intel,Integrated,"Bluetooth, 802.11b",2,2,11 Hours,199.99,HP,Chromebook,14-ca010nr,Chrome OS,3.58 pounds,17.9 x 12.1 x 3 inches,17.9 x 12.1 x 3 inches,Snow White,Intel,1,DDR4 SDRAM,32 GB,Solid State,,Battery Powered,,1366 x 768,PC,,,,,,,,,
1103,14 Inches,1920 x 1080 Pixels,2.7 GHz amd_a6,4 GB,,64 GB SSD,Integrated AMD Radeon R5 Graphics,AMD,Integrated,Bluetooth,,,12 Hours,349.99,Lenovo,,Lenovo 14w,Windows 10 Pro,0.12 ounces,12.91 x 8.86 x 0.7 inches,12.91 x 8.86 x 0.7 inches,Black,AMD,2,DDR4 SDRAM,,Solid State,,,1 Lithium ion batteries required. (included),1920 x 1080 pixels,PC,,,,,,,,,
1104,16 Inches,2560 x 1600 Pixels,2.4 GHz core_i7_family,32 GB DDR4,3200 MHz,1 TB SSD,,NVIDIA,Dedicated,Bluetooth,1,2,,1799.0,MSI,Creator M16 A11UD-670,Creator M16 A11UD-670,Windows 10 Pro,4.97 pounds,0.8 x 14.13 x 10.2 inches,0.8 x 14.13 x 10.2 inches,Black,Intel,8,DDR4 SDRAM,32,Thunderbolt,No Optical Drive,,1 Lithium Polymer batteries required. (included),2560 x 1600 pixels,PC,,4 GB,,,,,,,
1105,13.3 Inches,1920 x 1080 Pixels,1.7 GHz apple_ci5,8 GB DDR4,,256 GB Flash Memory Solid State,,Intel,Integrated,Bluetooth,,,,1301.48,Dell,5MD8K,5310,Windows 10 Pro,2.91 pounds,8.17 x 12.04 x 0.78 inches,8.17 x 12.04 x 0.78 inches,,Intel,1,DDR4 SDRAM,256,,No Optical Drive,,,1920 x 1080,PC,,,,,,,,,
1106,11.6 Inches,1366 x 768 Pixels,2 GHz mediatek_mt8183,4 GB DDR,,32 GB SSD,MediaTek Integrated Graphics,MediaTek,Integrated,802.11ac,1,,,208.5,HP,HP,11a-na00,Chrome OS,3.1 pounds,11.2 x 8.3 x 0.7 inches,11.2 x 8.3 x 0.7 inches,Gray,Mediatek,8,DDR2 SDRAM,32 GB,Solid State,,AC & Battery,1 Lithium ion batteries required. (included),1366 x 768,PC,,,,,,,,,
1107,15.6 Inches,1920 x 1080 Pixels,3.1 GHz pentium_N5000,,,128 GB SSD,Integrated,Intel,Integrated,Bluetooth,,,,299.9,Generic,,GWTN156-11BK,"Windows 10 Home, Windows 10 S, Windows 11",4.2 pounds,,,,Intel,4,DDR4 SDRAM,,Serial ATA-600,,,,,PC,,,,,16.5 x 13.6 x 3.4 inches,,,,
1108,14 Inches,1920 x 1080 Pixels,1.2 GHz core_i3_1005g1,8 GB DDR4,3.4 GHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,801.11ac,,3,10 Hours,499.0,HP,HP 14 i3,HP 14 i3,Windows 10 S,3.3 pounds,12.8 x 8.9 x 0.8 inches,12.8 x 8.9 x 0.8 inches,Silver Premier Screen,Intel,2,DDR4 SDRAM,,Solid State,,AC & Battery,,1920x1080,PC,,,720 Pixels,,,,,,
1109,10.1 Inches,1280 x 800 Pixels,1.8 GHz intel_atom,2 GB,,2 GB SSD,Intel HD Graphics,,Integrated,Bluetooth,,,,179.99,Tablets & Computers,,00325-80932-82352-AAOEM,Windows 10,3.18 pounds,,,Pink,Intel,4,SDRAM,,Unknown,,,1 Lithium Polymer batteries required. (included),,PC,,,,,12.32 x 10.47 x 1.93 inches,,,,
1110,14 Inches,1920 x 1080 MP,4.9 GHz apple_ci7,8 GB DDR4,,256 GB SSD,Intel,Intel,Integrated,Bluetooth,,,17 Hours,1208.97,Dell,Dell Latitude,Latitude 5410,Windows 10 Pro,3.3 pounds,13 x 9 x 1 inches,13 x 9 x 1 inches,Gray,Intel,4,DDR4 SDRAM,256 GB,Solid State,,,,,PC,,,,,,,,,
1111,15 Inches,1920 x 1080 Pixels,2.4 GHz apple_ci5,8 GB DDR4,4.1 GHz,1 TB HDD 7200 rpm,NVIDIA GeForce GTX 1050 Ti,NVIDIA,Dedicated,2.4 GHz Radio Frequency,,,,799.99,HP,HP Pavilion,cx0051ms,Windows 10 Home,7.02 pounds,,,,NVIDIA,4,DDR2 SDRAM,,Serial ATA-600,,,1 Product Specific batteries required. (included),,PC,,,,,20.5 x 12 x 2.6 inches,,,,
1112,14 Inches,1366 x 768 Pixels,core_i5,,,SSD,,Intel,Integrated,Bluetooth,1,1,,1420.0,Dell,Latitude 5420,293RP,Windows 10 Pro,3.6 pounds,,,,Intel,1,DDR4 SDRAM,0.01,Thunderbolt,No Optical Drive,Battery Powered,,,,,,,,15.24 x 13.39 x 2.91 inches,,,,
1113,15.6 Inches,1920 x 1080,2.6 GHz amd_r_series,8 GB,3.5 GHz,256 GB flash_memory_solid_state,AMD Graphic,AMD,,"Bluetooth, 802.11b",,,,549.99,ASUS,ASUS Laptop,VivoBook 2019,Windows 10,3.52 pounds,17.87 x 10.79 x 2.44 inches,17.87 x 10.79 x 2.44 inches,,AMD,4,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium Metal batteries required. (included),,PC,,,,,,,,,
1114,15.6 Inches,1920 x 1080 Pixels,4.6 GHz ryzen_9,16 GB,4.6 GHz,1 TB SSD,NVIDIA GeForce RTX 3070,,Dedicated,Bluetooth,,,,2219.99,ASUS,ASUS Rog Strix,ROG Strix G15,Windows 10,9.76 pounds,13.9 x 10.2 x 1.1 inches,13.9 x 10.2 x 1.1 inches,Black,AMD,8,DDR4 SDRAM,,Solid State,,,4 Lithium ion batteries required. (included),,PC,,,,,,,,,
1115,14 Inches,1920 x 1080 Pixels,1 GHz core_i5_1035g1,8 GB DDR4,3200 MHz,flash memory solid state,Intel Integrated Graphics,Intel,Integrated,"Bluetooth, 802.11ax",,2,10 Hours,769.99,Lenovo,"IdeaPad Flex 5 14""",81X1004RUS,Windows 10 Home,3.63 pounds,12.66 x 8.56 x 0.82 inches,12.66 x 8.56 x 0.82 inches,Graphite Grey,Intel,1,DDR4 SDRAM,,,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),,,,,,,,,,,
1116,14 Inches,1366x768,2.4 GHz pentium,12 GB DDR4,2400 MHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11a",,,,609.0,HP,HP Notebook - 15,dq1033cl,Windows 10 Pro,3.92 pounds,14.02 x 10.2 x 0.82 inches,14.02 x 10.2 x 0.82 inches,,Intel,2,DDR4 SDRAM,,Solid State,,Battery Powered,,1366x768,PC,5400 RPM,,,,,,,,
1117,14 Inches,1920 x 1080 Pixels,1.2 GHz core_i3_1005g1,8 GB DDR4,3.4 GHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,801.11ac,,3,10 Hours,499.0,HP,HP 14 i3,HP 14 i3,Windows 10 S,3.3 pounds,12.8 x 8.9 x 0.8 inches,12.8 x 8.9 x 0.8 inches,Silver Premier Screen,Intel,2,DDR4 SDRAM,,Solid State,,AC & Battery,,1920x1080,PC,,,720 Pixels,,,,,,
1118,14 Inches,1366 x 768 Pixels,core_i5,,,SSD,,Intel,Integrated,Bluetooth,1,1,,1420.0,Dell,Latitude 5420,293RP,Windows 10 Pro,3.6 pounds,,,,Intel,1,DDR4 SDRAM,0.01,Thunderbolt,No Optical Drive,Battery Powered,,,,,,,,15.24 x 13.39 x 2.91 inches,,,,
1119,15.6 Inches,1920 x 1080,2.6 GHz amd_r_series,8 GB,3.5 GHz,256 GB flash_memory_solid_state,AMD Graphic,AMD,,"Bluetooth, 802.11b",,,,549.99,ASUS,ASUS Laptop,VivoBook 2019,Windows 10,3.52 pounds,17.87 x 10.79 x 2.44 inches,17.87 x 10.79 x 2.44 inches,,AMD,4,DDR4 SDRAM,256 GB,Solid State,,,1 Lithium Metal batteries required. (included),,PC,,,,,,,,,
1120,15.6 Inches,1366 x 768,1 GHz ryzen_3,8 GB DDR4,3.5 GHz,128 GB SSD,AMD Radeon Graphics,Intel,Integrated,802.11ac,,3,,469.0,Lenovo,Ideapad,IdeaPad 3,Windows 10,3.96 pounds,14.1 x 9.6 x 0.7 inches,14.1 x 9.6 x 0.7 inches,,AMD,2,DDR4 SDRAM,,PCIE x 4,No Optical Drive,Battery Powered,,1366 x 768 pixels,PC,,,,,,,,,
1121,15.6 Inches,1920 x 1080 Pixels,4.6 GHz ryzen_9,16 GB,4.6 GHz,1 TB SSD,NVIDIA GeForce RTX 3070,,Dedicated,Bluetooth,,,,2219.99,ASUS,ASUS Rog Strix,ROG Strix G15,Windows 10,9.76 pounds,13.9 x 10.2 x 1.1 inches,13.9 x 10.2 x 1.1 inches,Black,AMD,8,DDR4 SDRAM,,Solid State,,,4 Lithium ion batteries required. (included),,PC,,,,,,,,,
1122,14 Inches,1920 x 1080 Pixels,1 GHz core_i5_1035g1,8 GB DDR4,3200 MHz,flash memory solid state,Intel Integrated Graphics,Intel,Integrated,"Bluetooth, 802.11ax",,2,10 Hours,769.99,Lenovo,"IdeaPad Flex 5 14""",81X1004RUS,Windows 10 Home,3.63 pounds,12.66 x 8.56 x 0.82 inches,12.66 x 8.56 x 0.82 inches,Graphite Grey,Intel,1,DDR4 SDRAM,,,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),,,,,,,,,,,
1123,15.6 Inches,1920x1080 Pixels,2.6 GHz amd_r_series,8 GB DDR4,3.5 GHz,512 GB SSD,AMD Radeon Vega 3,AMD,,802.11ac,2,,7 Hours,589.0,Acer,Acer Aspire 5,Acer Aspire 5,Windows 10 S,4.19 pounds,14.3 x 9.7 x 0.71 inches,14.3 x 9.7 x 0.71 inches,Pure Silver,AMD,2,DDR4 SDRAM,256 GB,Solid State,,AC & Battery,,1920x1080,PC,,,,,,,,,
1124,14 Inches,1366x768,2.4 GHz pentium,12 GB DDR4,2400 MHz,256 GB SSD,Intel UHD Graphics,Intel,Integrated,"Bluetooth, 802.11a",,,,609.0,HP,HP Notebook - 15,dq1033cl,Windows 10 Pro,3.92 pounds,14.02 x 10.2 x 0.82 inches,14.02 x 10.2 x 0.82 inches,,Intel,2,DDR4 SDRAM,,Solid State,,Battery Powered,,1366x768,PC,5400 RPM,,,,,,,,
1125,17.3 Inches,1920 x 1080 Pixels,2.6 GHz apple_ci7,8 GB DDR4,2.6 GHz,512 GB SSD,NVIDIA GeForce® RTX3060 6G GDDR6,,Dedicated,5 GHz Radio Frequency,,,,1599.99,MSI,,GF75 Thin 10UE-069,Windows 10 Home,4.85 pounds,,,,Intel,6,DDR4 SDRAM,512 GB,ATA,,,1 Lithium Metal batteries required. (included),,PC,,,,,20.3 x 13 x 4.2 inches,,,,
1126,17.3 Inches,3840 x 2160 Pixels,2.4 GHz core_i7_family,16 GB DDR4,3200 MHz,512 GB SSD,,NVIDIA,Dedicated,Bluetooth,,2,,2451.41,MSI,Creator 17 B11UE-471,Creator 17 B11UE-471,Windows 10 Home,5.4 pounds,0.8 x 15.59 x 10.21 inches,0.8 x 15.59 x 10.21 inches,Core Black,Intel,8,DDR4 SDRAM,16,Thunderbolt,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),3840 x 2160 pixels,PC,,6 GB,,,,,,,
1127,14 Inches,1920 x 1080 MP,4.9 GHz apple_ci7,8 GB DDR4,,256 GB SSD,Intel,Intel,Integrated,Bluetooth,,,17 Hours,1208.97,Dell,Dell Latitude,Latitude 5410,Windows 10 Pro,3.3 pounds,13 x 9 x 1 inches,13 x 9 x 1 inches,Gray,Intel,4,DDR4 SDRAM,256 GB,Solid State,,,,,PC,,,,,,,,,
1128,15.6 Inches,1920 x 1080,3 GHz amd_ryzen_5_5600x,8 GB DDR4,,256 GB flash_memory_solid_state,NVIDIA GeForce GTX 1650,NVIDIA,Dedicated,Bluetooth,1,1,,849.99,Lenovo,Lenovo Ideapad,82EY002BUS,Windows 10 Home,9 ounces,,,,AMD,6,,8,Solid State,No Optical Drive,,1 Lithium ion batteries required. (included),1920 x 1080,,,,,,17.25 x 12.6 x 5.6 inches,,,,
1129,15.6 Inches,1920 x 1080,2 GHz amd_r_series,8 GB SDRAM,4.1 GHz,512 GB ssd,Intel Iris Plus Graphics,Intel,,Bluetooth,,,7 Hours,866.0,HP,ENVY x360 2-in-1,HP,Windows 10,4.34 pounds,14.1 x 9.1 x 0.7 inches,14.1 x 9.1 x 0.7 inches,Black,AMD,8,DDR4 SDRAM,512 GB,Serial ATA,,AC & Battery,1 Lithium ion batteries required.,1920 x 1080,PC,,,1.2 MP,,,,,,
1130,14 Inches,1920 x 1080 Pixels,4.1 GHz amd_r_series,8 GB DDR4,4.1 GHz,512 GB SSD,AMD Radeon Graphics,,,Bluetooth,,,,749.0,Acer,Swift,Swift,Windows 10,2.65 pounds,12.73 x 8.62 x 0.63 inches,12.73 x 8.62 x 0.63 inches,Silver,AMD,8,DDR4 SDRAM,512 GB,PCIE x 4,,Battery Powered,,,PC,,,,,,,,,
1131,15.6 Inches,1920 x 1080 Pixels,4.2 GHz apple_ci5,8 GB,,256 GB SSD,Intel Iris X Graphics Integrated,Intel,,,,,,599.0,HP,,hp-dyI5,Windows 10 Home,7 pounds,14.11 x 9.53 x 0.71 inches,14.11 x 9.53 x 0.71 inches,,Intel,4,DDR4 SDRAM,,Solid State,,AC & Battery,,1920x1080,PC,,,,,,,,,
1132,15.6 Inches,1366 x 768 Pixels,2.1 GHz core_i3_family,8 GB DDR4,2400 MHz,128 GB Flash Memory Solid State,AMD Radeon R7,Intel,"Integrated, Dedicated",802.11bgn,1,1,,680.0,Dell,Dell Inspiron,I3583-3756BLK-PUS,Windows 10,1.9 pounds,13 x 19.4 x 3 inches,13 x 19.4 x 3 inches,Black,Intel,2,DDR4 SDRAM,128,Solid State,No Optical Drive,,1 Lithium Polymer batteries required. (included),,PC,5400 RPM,8 GB,,,,I3583-3756BLK-PUS,,,
1133,17.3 Inches,1920x1080 Pixels,5 GHz corei7_10750h,16 GB DDR4,3200 MHz,1 TB flash_memory_solid_state,NVIDIA® GeForce® RTX 2070 SUPER™,NVIDIA,GeForce RTX 2070 SUPER,Bluetooth,,,,2199.01,ASUS,ASUS Rog Zephyrus,GX701LWS-XS76,Windows 10 Pro,5.73 pounds,15.7 x 10.7 x 0.7 inches,15.7 x 10.7 x 0.7 inches,,Intel,,DDR4 SDRAM,1,Thunderbolt 3,,Battery Powered,1 Lithium ion batteries required. (included),,,,,,,,,,,
1134,10.1 Inches,1366x768,2 GHz Mediatek_8317_Dual_Core,4 GB,,128 GB emcp,ARM Mali-G72 MP3 GPU,MediaTek,Integrated,"Bluetooth, 802.11a",,,,319.0,Lenovo,Chromebook,Duet,Chrome OS,3.36 pounds,9.64 x 6.66 x 0.71 inches,9.64 x 6.66 x 0.71 inches,,Mediatek,8,DDR4 SDRAM,128 GB,ESATA,,Battery Powered,,1366x768,PC,,,,,,,,,
1135,13.3 Inches,1920x1080,1.6 GHz core_i5,8 GB DDR4,2400 MHz,256 GB PICe SSD,Intel UHD Graphics,Intel,Integrated,Bluetooth,,,,1089.0,Dell,XPS,7390,Windows 10,2.7 pounds,11.9 x 7.8 x 0.6 inches,11.9 x 7.8 x 0.6 inches,Silver,Intel,4,DDR4 SDRAM,,PCIE x 4,No Optical Drive,Battery Powered,,1920x1080,PC,,,,,,,,,
1136,17 Inches,2560 x 1600 Pixels,4.7 GHz apple_ci7,1 TB LPDDR4,4266 MHz,1 TB SSD,Intel Iris Xe Graphics,Intel,Integrated,802.11ax,,1,19 Hours,1596.99,LG,17Z95N-G.AAS8U1,17Z95N-G.AAS8U1,Windows 10 Home,2.98 pounds,14.97 x 10.24 x 0.7 inches,14.97 x 10.24 x 0.7 inches,Silver,Intel,4,DDR4 SDRAM,16,Solid State,No Optical Drive,Battery Powered,2 Lithium ion batteries required. (included),2560 x 1600 pixels,PC,,,,,,,,,
1137,10.1 Inches,1280 x 800 Pixels,1.8 GHz intel_atom,2 GB,,2 GB SSD,Intel HD Graphics,,Integrated,Bluetooth,,,,179.99,Tablets & Computers,,00325-80932-82352-AAOEM,Windows 10,3.18 pounds,,,Pink,Intel,4,SDRAM,,Unknown,,,1 Lithium Polymer batteries required. (included),,PC,,,,,12.32 x 10.47 x 1.93 inches,,,,
1138,15.6 Inches,1920 x 1080,1 GHz 5x86,8 GB,,1 TB flash_memory_solid_state,GTX 1650,NVIDIA,Dedicated,"Bluetooth, 2.4 GHz Radio Frequency",,,7 Hours,859.0,Acer,Acer Nitro,AN515-54-51M5,Windows 10 Home,5.5 pounds,21.5 x 12.8 x 3.8 inches,21.5 x 12.8 x 3.8 inches,Black,Intel,4,DDR3 SDRAM,128,Solid State,No Optical Drive,Battery Powered,1 Lithium ion batteries required.,,PC,,,720 Pixels,,,,,,
1139,13.3 Inches,2560 x 1600 Pixels,4.2 GHz core_i5,16 GB DDR4,4266 MHz,512 GB SSD,Integrated Intel Iris Xe Graphics,Intel,,Bluetooth,,,,1009.66,Lenovo,,ThinkBook 13s,Windows 10 Pro,2.78 pounds,,,,Intel,4,DDR4 SDRAM,512 GB,Solid State,,Battery Powered,1 Lithium Polymer batteries required. (included),,PC,,,,,17.24 x 11.18 x 2.72 inches,,,,
1140,15 Inches,1920 x 1080 Pixels,2.4 GHz apple_ci5,8 GB DDR4,4.1 GHz,1 TB HDD 7200 rpm,NVIDIA GeForce GTX 1050 Ti,NVIDIA,Dedicated,2.4 GHz Radio Frequency,,,,799.99,HP,HP Pavilion,cx0051ms,Windows 10 Home,7.02 pounds,,,,NVIDIA,4,DDR2 SDRAM,,Serial ATA-600,,,1 Product Specific batteries required. (included),,PC,,,,,20.5 x 12 x 2.6 inches,,,,
1141,10.3 Inches,1920 x 1080 Pixels,2.4 GHz amd_fx,4 GB DDR4,,128 GB ssd,Integreted,MediaTek,Integrated,Bluetooth,,,10 Hours,309.0,Lenovo,,chromebook,Chrome OS,1 pounds,9.44 x 6.29 x 0.29 inches,9.44 x 6.29 x 0.29 inches,Grey,Mediatek,1,DDR SDRAM,128 GB,Solid State,,Battery Powered,,,Chrome,,,,,,,,,
1142,14 Inches,1920 x 1080 Pixels,3 GHz core_i7,16 GB DDR4,,512 GB SSD,Intel Iris Xe Graphics,Intel,,,,,,1750.0,Dell,Latitude 5420,DY0HX,Windows 10 Pro,5.2 pounds,,,,Intel Core i7-1185G7,1,DDR4 SDRAM,,Serial ATA,,Battery Powered,,,PC,,,,,18 x 14 x 4 inches,,,,
1143,15.6 Inches,1920 x 1080,2.6 GHz core_i7,16 GB DDR4,4.5 GHz,1 TB mechanical_hard_drive,NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,NVIDIA,Dedicated,Bluetooth,,,5 Hours,1619.0,Lenovo,LEGION,,Windows 10,4.8 pounds,,,,Intel,6,DDR4 SDRAM,,PCIE x 4,,Battery Powered,,,PC,,,,,19 x 11 x 3 inches,,,,
1144,15.6 Inches,1920 x 1080 Pixels,3 GHz apple_ci3,4 GB DDR4,,128 GB SSD,Integrated Intel UHD Graphics,Intel,Integrated,,,,,419.0,Lenovo,Lenovo Ideapad,81X80086US,Windows 10,5.24 pounds,,,,Intel,4,DDR DRAM,128 GB,Solid State,,,,,PC,,,,,20.94 x 13.11 x 2.91 inches,,,,
1145,14 Inches,1920 x 1080 Pixels,2.4 GHz amd_r_series,4 GB LPDDR4,3200 MHz,128 GB SSD,Integrated AMD Radeon Graphics,Intel,Integrated,Bluetooth,1,1,,409.95,Lenovo,Lenovo Ideapad,81X2000HUS,Windows 10 S,1.2 pounds,18.58 x 11.18 x 1.54 inches,18.58 x 11.18 x 1.54 inches,,AMD,2,DDR4 SDRAM,128,Solid State,No Optical Drive,AC & Battery,1 Lithium Polymer batteries required. (included),,PC,,,,,,,,,
1146,15.6 Inches,HD (1366 x 768) Pixels,1.1 GHz pentium,4 GB,,128 GB SSD,Integrated Intel UHD Graphics,Intel,Integrated,802.11ac,1,,,416.0,Dell,Inspiron 15 3502,Inspiron 15 3502,Windows 10,3.91 pounds,9.8 x 14.33 x 0.78 inches,9.8 x 14.33 x 0.78 inches,Black,Intel,4,DDR4 SDRAM,,Solid State,,Battery Powered,,1366x768,PC,,,,,,,,,
1147,15.6 Inches,1920 x 1080,3.3 GHz amd_r_series,64 GB DDR4,3200 MHz,2000 GB flash_memory_solid_state,NVIDIA GeForce RTX 3080,NVIDIA,Dedicated,802.11ax,,,,2999.99,Computer Upgrade King,ASUS Rog Strix,,Windows 10 Home,5.07 pounds,13.94 x 10.2 x 1.07 inches,13.94 x 10.2 x 1.07 inches,,AMD,8,DDR4 SDRAM,,Solid State,,,1 Lithium ion batteries required. (included),1920 x 1080,PC,,8.00,,,,,,,
1148,15.6 Inches,1920x1080 Pixels,2.8 GHz apple_ci7,16 GB DDR4,2.8,flash_memory_solid_state,Intel Iris Xe Graphics,Intel,Intel Iris Xe Graphics,802.11a,,,,898.88,HP,,HP 15t 11th Gen i7 FHD Touch,Windows 10 Home,3.75 pounds,14.11 x 9.53 x 0.71 inches,14.11 x 9.53 x 0.71 inches,Silver,Intel,4,DDR4 SDRAM,256 GB,USB,,AC & Battery,1 Lithium ion batteries required. (included),1920x1080,PC,,,,,,,,,
1149,13.5 Inches,2256 x 1504 Pixels,4 GHz apple_ci5,16 GB,1.8 GHz,512 GB SSD,Intel Iris Xe Graphics,Intel,,Bluetooth,,,,1353.99,Lenovo,ThinkPad X1 Nano,Lenovo ThinkPad,Windows 10 Pro,2.5 pounds,8.18 x 11.53 x 0.55 inches,8.18 x 11.53 x 0.55 inches,,Intel,4,DDR4 SDRAM,512 GB,Solid State,,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
1150,15.6 Inches,1366x768,2.3 GHz celeron,8 GB DDR4,2.8 GHz,128 GB PCIe SSD,Intel UHD Graphics 600,Intel,Integrated,Bluetooth,1,2,,419.0,Dell,Inspiron,15 3510,Windows 10 S,4.07 pounds,20 x 9.8 x 0.78 inches,20 x 9.8 x 0.78 inches,,Intel,2,DDR4 SDRAM,1,PCIE x 4,No Optical Drive,Battery Powered,,1366x768,PC,,,,,,,,,
1151,11.6 Inches,1366 x 768 Pixels,2.6 GHz celeron,4 GB DDR4,2.6 GHz,32 GB embedded multimediacard,Intel UHD Graphics 600,Intel,Integrated,"Bluetooth, 802.11b/n/ac",,1,11 Hours,275.05,ASUS,Asus Chromebook Flip C214,C214MA-YS02T,Chrome OS,2.6 pounds,11.5 x 7.8 x 0.8 inches,11.5 x 7.8 x 0.8 inches,Black,Intel,2,DDR4 SDRAM,32,Solid State,No Optical Drive,Battery Powered,1 Lithium Polymer batteries required. (included),,Unknown,10000 RPM,4 GB,,,,,,,
1152,15.6 Inches,1920 x 1080 Lines Per Inch,2.7 GHz celeron,8 GB DDR4,2.7 GHz,256 GB SSD,Intel UHD600,Intel,Integrated,Bluetooth,,2,,369.0,ITSOHOO,NB156,NB156,Windows 10 Pro,3.4 pounds,14.2 x 9.35 x 0.65 inches,14.2 x 9.35 x 0.65 inches,Pink,Intel,4,DDR4 SDRAM,256 GB,Serial ATA,NO,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
1153,7 Inches,1280 x 800 Pixels,1.5 GHz,1 GB,,8 GB SSD,Unkonwn,,,Bluetooth,,,,104.99,Tablets & Computers,,7VS500,Linux,2 pounds,,,Black,VIA,4,DDR3 SDRAM,,Unknown,,,1 Lithium Polymer batteries required. (included),,Linux,,,,,12.44 x 7.17 x 2.52 inches,,,,
1154,11.6 Inches,1366 x 768,celeron,4 GB DDR,2.8 GHz,Embedded MultiMediaCard,,Allwinner,Dedicated,Bluetooth,,,14 Hours,199.99,Dell,"2019 New Dell Inspiron 11 Chromebook , 11.6"" HD Non-Touchscreen Display, In",3100,Chrome OS,1.2 pounds,,,,Intel,1,,16,USB,BD-R,Battery Powered,1 Lithium ion batteries required.,1366 x 768,Chrome,,,,,16.81 x 11.02 x 2.91 inches,,,,
1155,15.6 Inches,1920 x 1080 Pixels,300 GHz core_i5_8250u,8 GB DDR4,,8 GB SSD,1,Intel,,Bluetooth,,,,665.99,CHUWI,,Corebook XPro,Windows 10,5.46 pounds,16.14 x 14.29 x 2.56 inches,16.14 x 14.29 x 2.56 inches,Gray,Intel,1,DIMM,,USB,,Battery Powered,,,PC,,,,,,,,,
1156,15.6 Inches,1920 x 1080 Pixels,4.2 GHz ryzen_7_4800h,16 GB SO-DIMM,,512 GB SSD,GeForce RTX 2060 6GB GDDR6,,Dedicated,Bluetooth,,,,1318.88,Lenovo,Lenovo Legion 5,Lenovo Legion 5,Windows 10 Home,5.42 pounds,0.98 x 14.29 x 10.22 inches,0.98 x 14.29 x 10.22 inches,Phantom Black,AMD,8,DDR4 SDRAM,512 GB,Solid State,,Battery Powered,1 Lithium ion batteries required. (included),,PC,,,,,,,,,
1157,15.6 Inches,1920 x 1080,2 GHz celeron_j3455,8 GB DDR3,2.3 GHz,128 GB mechanical_hard_drive,1920*1080,,,Bluetooth,,,"8.0, 6.0, 4.0 Hours",359.0,XINYANGCH,NB15A,,Windows 10,3.96 pounds,,,Silver 8G+128G,Intel,4,DDR3 SDRAM,128 GB,USB,,"Corded Electric, Battery Powered",,,PC,,,,7.4 Volts,16.46 x 11.61 x 3.43 inches,,,,
1158,15.6 Inches,1366x768 Pixels,1.8 GHz celeron_n,4 GB SDRAM,2133 MHz,128 GB SSD,Intel HD Graphics 610,Intel,,802.11a,,,6 Hours,459.0,Lenovo,Lenovo IdeaPad S145 Celeron 4205U,Lenovo IdeaPad S145 Celeron 4205U,Windows 10 Home,4.09 pounds,14.3 x 9.9 x 0.8 inches,14.3 x 9.9 x 0.8 inches,Dark Orchid,Intel,2,DDR4 SDRAM,128 GB,Serial ATA,,AC & Battery,,1366x768,PC,,,,,,,,,
1159,15.6 Inches,4096 x 2304 Pixels,2.4 GHz core_i5,8 GB SO-DIMM,3200 MHz,256 GB ssd,Intel Iris Xe Graphics,Intel,,802.11ac,4,,15 Hours,869.0,Lenovo,82BJ0001,82BJ0001,Windows 10,4.18 pounds,14.3 x 9.28 x 0.76 inches,14.3 x 9.28 x 0.76 inches,Slate Grey,Intel,4,SODIMM,256 GB,PCIE x 8,,AC & Battery,,1920X1080,PC,,,,,,,,,
